Rider_ID,Full_Name,Gender,Date_of_Birth,Nationality,City,Phone,Email,Registration_Date,Status,Last_Ride_Date,Total_Rides,Total_Spent_SAR,Average_Rating_Given,Preferred_Payment_Method,Account_Tier,Women_Preferred_Rider
RDR000712,Hind Al-Ali,Female,1/28/2002,Filipino,Mecca,522111010,hind.alali66@email.com,4/2/2023,Active,3/10/2023,585,23107.52,4.91,Apple Pay,Diamond,No
RDR000713,Layan Al-Jasser,Female,9/30/1988,Saudi,Medina,596626846,layan.aljasser61@email.com,2/23/2020,Active,3/10/2023,563,11410.02,4.8,Mada,Diamond,Yes
RDR000714,Faisal Al-Marri,Male,11/6/1993,Saudi,Medina,533158445,faisal.almarri20@email.com,5/1/2025,Active,3/10/2023,191,6169.19,4.94,Credit Card,Platinum,No
RDR000715,Ziyad Al-Malki,Male,9/28/1979,Saudi,Jeddah,541711899,ziyad.almalki71@email.com,10/16/2023,Active,3/10/2023,674,21244.32,4.78,Credit Card,Diamond,No
RDR000716,Bander Al-Hamdan,Male,8/24/1994,Saudi,Khobar,566086286,bander.alhamdan16@email.com,9/28/2021,Active,3/10/2023,554,16438.9,3.8,Cash,Diamond,No
RDR000717,Wadha Al-Hassan,Female,1/28/1997,Filipino,Mecca,576856183,wadha.alhassan79@email.com,5/30/2023,Active,3/10/2023,21,765.76,4.36,Apple Pay,Silver,Yes
RDR000718,Nada Al-Saud,Female,5/29/1997,Yemeni,Mecca,589979778,nada.alsaud60@email.com,5/27/2025,Active,3/10/2023,72,2721.05,3.74,Apple Pay,Gold,No
RDR000719,Majed Al-Mohammed,Male,7/25/1997,Saudi,Khobar,530030597,majed.almohammed4@email.com,7/20/2020,Active,3/10/2023,572,22519.42,4.92,Cash,Diamond,No
RDR000720,Nasser Al-Turki,Male,7/25/1996,Pakistani,Dhahran,575625144,nasser.alturki78@email.com,8/11/2019,Active,3/10/2023,178,6999.85,3.56,Credit Card,Platinum,No
RDR000721,Nada Al-Sulaiman,Female,6/19/1984,Jordanian,Medina,518171310,nada.alsulaiman97@email.com,3/5/2023,Active,3/10/2023,366,14167.89,3.78,Mada,Diamond,No
RDR000722,Faisal Al-Rashid,Male,9/22/1982,Egyptian,Dammam,524694269,faisal.alrashid59@email.com,5/22/2022,Active,3/10/2023,398,6762.92,4.47,Cash,Diamond,No
RDR000723,Majed Al-Mazrou,Male,2/20/1982,Sudanese,Jeddah,556740994,majed.almazrou85@email.com,4/4/2019,Active,3/10/2023,659,10360.07,4.37,Mada,Diamond,No
RDR000724,Mona Al-Ali,Female,8/8/1982,Jordanian,Dammam,573095299,mona.alali11@email.com,9/25/2024,Active,3/10/2023,627,13362.95,4.73,Credit Card,Diamond,Yes
RDR000725,Yousef Al-Ghamdi,Male,5/28/2001,Saudi,Dhahran,571786427,yousef.alghamdi53@email.com,7/18/2019,Active,3/10/2023,750,21747.44,3.73,Debit Card,Diamond,No
RDR000726,Khalid Al-Zahrani,Male,5/11/2000,Saudi,Tabuk,526234545,khalid.alzahrani80@email.com,1/1/2020,Active,3/10/2023,392,14366.85,4.1,Debit Card,Diamond,No
RDR000727,Maha Al-Rajhi,Female,11/11/1998,Saudi,Abha,549407965,maha.alrajhi74@email.com,11/28/2023,Active,3/10/2023,203,4216.99,4.89,Mada,Platinum,Yes
RDR000728,Ahmed Al-Ahmadi,Male,7/25/2000,Saudi,Taif,522093079,ahmed.alahmadi37@email.com,5/19/2022,Active,3/10/2023,107,1677.9,3.72,Apple Pay,Gold,No
RDR000729,Maha Al-Rajhi,Female,8/14/1991,Saudi,Riyadh,512297122,maha.alrajhi76@email.com,6/19/2025,Active,3/10/2023,138,2871.73,3.73,Apple Pay,Gold,No
RDR000730,Layan Al-Harbi,Female,4/23/1977,Filipino,Riyadh,576646894,layan.alharbi3@email.com,5/29/2021,Active,3/10/2023,583,22323.59,4.39,Debit Card,Diamond,Yes
RDR000731,Reem Al-Ghamdi,Female,1/7/1992,Jordanian,Dammam,551197481,reem.alghamdi98@email.com,2/20/2021,Active,3/10/2023,368,15721.18,4.32,Cash,Diamond,Yes
RDR000732,Ibrahim Al-Harbi,Male,12/10/2002,Egyptian,Mecca,592443394,ibrahim.alharbi21@email.com,4/16/2019,Active,3/10/2023,494,14513.38,4.9,Cash,Diamond,No
RDR000733,Hind Al-Qahtani,Female,2/13/1989,Jordanian,Mecca,589297534,hind.alqahtani3@email.com,9/19/2025,Active,3/10/2023,454,12426.09,4.58,Credit Card,Diamond,Yes
RDR000734,Rana Al-Rajhi,Female,2/16/1980,Yemeni,Khobar,511017031,rana.alrajhi29@email.com,12/5/2021,Active,3/10/2023,163,5873.87,4.74,Mada,Platinum,No
RDR000735,Ali Al-Qahtani,Male,10/6/1979,Indian,Jeddah,559468104,ali.alqahtani55@email.com,3/11/2019,Active,3/10/2023,416,17385.17,4.93,Cash,Diamond,No
RDR000736,Huda Al-Turki,Female,9/23/2000,Saudi,Taif,543726394,huda.alturki62@email.com,8/14/2025,Active,3/10/2023,357,14368.31,4.06,Cash,Diamond,Yes
RDR000737,Anoud Al-Anazi,Female,12/18/2002,Saudi,Riyadh,537812524,anoud.alanazi4@email.com,3/28/2020,Inactive,8/26/2020,99,3879.11,3.68,Cash,Gold,No
RDR000738,Ghada Al-Dosari,Female,4/22/1985,Saudi,Taif,583064458,ghada.aldosari2@email.com,6/21/2023,Active,3/10/2023,93,2837.02,4.23,Cash,Gold,No
RDR000739,Nada Al-Dosari,Female,9/12/1999,Pakistani,Mecca,515697626,nada.aldosari53@email.com,8/24/2025,Inactive,7/9/2025,91,2601.59,3.59,Credit Card,Gold,Yes
RDR000740,Ghada Al-Rajhi,Female,2/8/1996,Indian,Jeddah,550297070,ghada.alrajhi26@email.com,7/15/2019,Active,3/10/2023,295,11514.09,4.04,Cash,Platinum,Yes
RDR000741,Mohammed Al-Rashid,Male,7/11/1992,Indian,Tabuk,567164456,mohammed.alrashid91@email.com,11/18/2023,Active,3/10/2023,545,15197.08,4.79,Mada,Diamond,No
RDR000742,Wadha Al-Rashid,Female,6/24/1999,Filipino,Medina,564033353,wadha.alrashid21@email.com,5/8/2020,Active,3/10/2023,342,13569.73,3.8,Mada,Diamond,No
RDR000743,Wafa Al-Anazi,Female,12/6/1984,Saudi,Dhahran,528551845,wafa.alanazi90@email.com,11/25/2023,Active,3/10/2023,81,3289.61,4.03,Credit Card,Gold,Yes
RDR000744,Sami Al-Faisal,Male,6/3/2005,Saudi,Dhahran,516788404,sami.alfaisal58@email.com,10/10/2023,Active,3/10/2023,339,11070.19,4.44,Credit Card,Diamond,No
RDR000745,Reem Al-Farsi,Female,9/14/1983,Saudi,Riyadh,585553948,reem.alfarsi97@email.com,3/22/2019,Active,3/10/2023,269,9683.47,4.38,Cash,Platinum,No
RDR000746,Fatima Al-Hamdan,Female,2/25/1981,Pakistani,Medina,515086557,fatima.alhamdan76@email.com,9/27/2019,Active,3/10/2023,177,4235.41,3.56,Cash,Platinum,No
RDR000747,Yara Al-Saif,Female,12/26/1981,Indian,Abha,526143430,yara.alsaif54@email.com,7/11/2024,Active,3/10/2023,664,17573.85,3.6,Cash,Diamond,Yes
RDR000748,Rana Al-Shammari,Female,9/16/1986,Indian,Dhahran,586640725,rana.alshammari35@email.com,2/12/2020,Active,3/10/2023,497,11156.29,3.93,Credit Card,Diamond,No
RDR000749,Raghad Al-Ahmadi,Female,5/10/2003,Filipino,Medina,569870230,raghad.alahmadi2@email.com,10/12/2024,Active,3/10/2023,610,10376.02,3.93,Cash,Diamond,No
RDR000750,Dana Al-Anazi,Female,10/8/2000,Saudi,Mecca,521948440,dana.alanazi53@email.com,4/18/2019,Active,3/10/2023,53,882.33,4.27,Cash,Gold,Yes
RDR000751,Ibrahim Al-Dosari,Male,10/29/1982,Pakistani,Abha,589923159,ibrahim.aldosari65@email.com,12/9/2019,Active,3/10/2023,701,29125.52,4.55,Cash,Diamond,No
RDR000752,Lina Al-Zahrani,Female,5/21/1980,Filipino,Jeddah,548891821,lina.alzahrani85@email.com,12/26/2023,Active,3/10/2023,749,22654.65,4.75,Cash,Diamond,No
RDR000753,Thamer Al-Farsi,Male,1/19/1985,Pakistani,Dammam,541291228,thamer.alfarsi74@email.com,12/31/2024,Active,3/10/2023,777,34565.37,3.68,Apple Pay,Diamond,No
RDR000754,Nada Al-Saud,Female,3/10/1987,Egyptian,Abha,573521929,nada.alsaud86@email.com,12/7/2020,Inactive,2/27/2021,34,605.57,4.31,Cash,Silver,No
RDR000755,Mishal Al-Mazrou,Male,9/11/2004,Saudi,Jeddah,578571606,mishal.almazrou64@email.com,5/11/2022,Active,3/10/2023,94,3311.64,4.65,Mada,Gold,No
RDR000756,Dana Al-Saif,Female,7/6/1982,Yemeni,Dhahran,574040071,dana.alsaif86@email.com,4/11/2025,Active,3/10/2023,155,5279.56,4.2,Cash,Platinum,Yes
RDR000757,Ghada Al-Zahrani,Female,6/28/2006,Indian,Dammam,584067785,ghada.alzahrani83@email.com,12/29/2019,Active,3/10/2023,434,9740.41,3.67,Cash,Diamond,Yes
RDR000758,Hamad Al-Mansour,Male,5/30/1978,Yemeni,Khobar,563439886,hamad.almansour24@email.com,3/14/2020,Active,3/10/2023,472,11226.75,4.37,Mada,Diamond,No
RDR000759,Ziyad Al-Baker,Male,3/17/1989,Saudi,Tabuk,545654227,ziyad.albaker58@email.com,3/22/2023,Active,3/10/2023,255,7739.51,4.58,Cash,Platinum,No
RDR000760,Abdullah Al-Marri,Male,7/7/1992,Filipino,Riyadh,542636120,abdullah.almarri81@email.com,9/18/2020,Active,3/10/2023,105,2855.89,4.08,Debit Card,Gold,No
RDR000761,Ahmed Al-Khalid,Male,3/29/1998,Filipino,Tabuk,515514729,ahmed.alkhalid56@email.com,6/28/2021,Active,3/10/2023,410,7840.75,4.3,Cash,Diamond,No
RDR000762,Yara Al-Ali,Female,7/4/1980,Saudi,Mecca,521969785,yara.alali39@email.com,11/29/2024,Active,3/10/2023,590,10157.2,3.6,Credit Card,Diamond,No
RDR000763,Ali Al-Sulaiman,Male,1/11/1998,Saudi,Tabuk,573768236,ali.alsulaiman93@email.com,10/30/2020,Active,3/10/2023,210,5718.08,4.57,Credit Card,Platinum,No
RDR000764,Hamad Al-Ahmadi,Male,6/30/1990,Egyptian,Medina,512943511,hamad.alahmadi22@email.com,6/29/2019,Active,3/10/2023,329,8491.32,4.33,Credit Card,Diamond,No
RDR000765,Shatha Al-Mohammed,Female,1/18/2007,Saudi,Mecca,548809347,shatha.almohammed36@email.com,12/9/2021,Active,3/10/2023,100,1584.76,4.14,Mada,Gold,Yes
RDR000766,Huda Al-Ali,Female,4/27/1984,Filipino,Taif,583366250,huda.alali81@email.com,9/25/2019,Active,3/10/2023,130,2113.14,4.55,Cash,Gold,Yes
RDR000767,Thamer Al-Kaabi,Male,4/10/1985,Saudi,Abha,540396847,thamer.alkaabi42@email.com,8/18/2020,Active,3/10/2023,82,2761.47,4.16,Cash,Gold,No
RDR000768,Layan Al-Farsi,Female,2/11/1977,Filipino,Abha,563127076,layan.alfarsi90@email.com,9/26/2023,Active,3/10/2023,552,18523.11,4.43,Debit Card,Diamond,Yes
RDR000769,Shatha Al-Mutairi,Female,7/3/2003,Saudi,Khobar,592369031,shatha.almutairi18@email.com,10/25/2022,Active,3/10/2023,322,11808.21,4.71,Credit Card,Diamond,No
RDR000770,Khalil Al-Turki,Male,3/8/1987,Saudi,Medina,566704595,khalil.alturki88@email.com,4/12/2023,Active,3/10/2023,46,1694.91,4.03,Credit Card,Silver,No
RDR000771,Thamer Al-Nasser,Male,5/18/1985,Filipino,Dhahran,544883904,thamer.alnasser42@email.com,7/11/2022,Active,3/10/2023,727,19026.79,4.47,Credit Card,Diamond,No
RDR000772,Mishal Al-Mohammed,Male,1/24/1995,Pakistani,Riyadh,587895123,mishal.almohammed33@email.com,7/21/2019,Inactive,4/24/2023,84,1710.9,4.36,Debit Card,Gold,No
RDR000773,Layan Al-Mansour,Female,10/20/1993,Jordanian,Dammam,545182600,layan.almansour21@email.com,3/30/2025,Active,3/10/2023,442,6820.35,4.25,Credit Card,Diamond,No
RDR000774,Maram Al-Anazi,Female,11/4/1982,Indian,Khobar,551409041,maram.alanazi99@email.com,6/30/2024,Active,3/10/2023,349,8574.22,4.31,Credit Card,Diamond,Yes
RDR000775,Badr Al-Shehri,Male,1/18/1980,Saudi,Medina,566201522,badr.alshehri44@email.com,2/22/2023,Active,3/10/2023,415,14947.45,4.81,Debit Card,Diamond,No
RDR000776,Omar Al-Faisal,Male,4/19/1977,Yemeni,Khobar,567109058,omar.alfaisal21@email.com,10/8/2025,Active,3/10/2023,235,9556.81,4.89,Credit Card,Platinum,No
RDR000777,Turki Al-Ghamdi,Male,5/3/1977,Yemeni,Dammam,573612281,turki.alghamdi40@email.com,1/11/2021,Active,3/10/2023,463,12518.17,4.14,Cash,Diamond,No
RDR000778,Huda Al-Mansour,Female,10/3/1991,Pakistani,Riyadh,543715633,huda.almansour69@email.com,2/29/2020,Inactive,10/26/2021,91,3540.49,4.98,Credit Card,Gold,No
RDR000779,Ahmed Al-Zamil,Male,7/28/1976,Indian,Riyadh,585004808,ahmed.alzamil17@email.com,3/19/2020,Active,3/10/2023,529,11043.68,4.97,Cash,Diamond,No
RDR000780,Turki Al-Mazrou,Male,6/14/1988,Saudi,Tabuk,564834475,turki.almazrou34@email.com,1/7/2023,Active,3/10/2023,14,568.15,4.9,Apple Pay,Silver,No
RDR000781,Huda Al-Ghamdi,Female,2/12/1993,Saudi,Jeddah,567724859,huda.alghamdi45@email.com,11/5/2020,Inactive,11/22/2023,33,1184.47,3.84,Cash,Silver,No
RDR000782,Jasser Al-Jasser,Male,7/27/1994,Saudi,Khobar,526563259,jasser.aljasser86@email.com,11/22/2020,Active,3/10/2023,272,8629.14,4.92,Debit Card,Platinum,No
RDR000783,Rashed Al-Farsi,Male,12/26/1991,Saudi,Khobar,597537746,rashed.alfarsi60@email.com,1/4/2022,Inactive,11/18/2025,55,1383.59,3.88,Mada,Gold,No
RDR000784,Faisal Al-Harbi,Male,8/29/1995,Pakistani,Jeddah,592513920,faisal.alharbi98@email.com,7/27/2020,Active,3/10/2023,158,5860.91,4.9,Cash,Platinum,No
RDR000785,Lama Al-Marri,Female,9/9/1979,Yemeni,Taif,532328144,lama.almarri63@email.com,6/19/2023,Active,3/10/2023,249,5002.82,4.5,Mada,Platinum,Yes
RDR000786,Dana Al-Harbi,Female,4/1/1981,Jordanian,Taif,543143453,dana.alharbi6@email.com,12/19/2022,Active,3/10/2023,671,15196.74,4.31,Credit Card,Diamond,No
RDR000787,Fahad Al-Mansour,Male,7/1/1996,Filipino,Tabuk,540794547,fahad.almansour43@email.com,7/29/2021,Active,3/10/2023,559,22602.11,4.25,Debit Card,Diamond,No
RDR000788,Fatima Al-Otaibi,Female,6/17/2005,Jordanian,Jeddah,556350800,fatima.alotaibi23@email.com,10/9/2024,Inactive,5/20/2025,61,1425.3,4.26,Cash,Gold,Yes
RDR000789,Wafa Al-Farsi,Female,8/1/1977,Saudi,Dhahran,573768377,wafa.alfarsi78@email.com,8/8/2019,Active,3/10/2023,216,7254.63,4.73,Apple Pay,Platinum,Yes
RDR000790,Ahmed Al-Hamdan,Male,6/23/1985,Yemeni,Medina,544286827,ahmed.alhamdan69@email.com,9/6/2025,Active,3/10/2023,550,20383.13,4.18,Cash,Diamond,No
RDR000791,Lina Al-Saif,Female,7/4/2002,Indian,Riyadh,524046439,lina.alsaif36@email.com,6/7/2022,Active,3/10/2023,323,12982.14,4.22,Mada,Diamond,No
RDR000792,Layan Al-Hassan,Female,8/5/1976,Saudi,Riyadh,533492068,layan.alhassan35@email.com,1/2/2020,Active,3/10/2023,613,11626.18,4.31,Cash,Diamond,Yes
RDR000793,Hamed Al-Malki,Male,6/26/1979,Yemeni,Abha,583780240,hamed.almalki64@email.com,8/22/2021,Active,3/10/2023,106,1685.67,3.73,Credit Card,Gold,No
RDR000794,Majed Al-Ahmadi,Male,12/9/2000,Saudi,Abha,526257335,majed.alahmadi6@email.com,10/9/2024,Active,3/10/2023,729,28785.61,4.37,Debit Card,Diamond,No
RDR000795,Turki Al-Hassan,Male,6/12/1991,Saudi,Mecca,516081352,turki.alhassan4@email.com,1/9/2019,Inactive,12/25/2022,67,2025.93,4.08,Cash,Gold,No
RDR000796,Layan Al-Zahrani,Female,4/18/2004,Saudi,Riyadh,518282820,layan.alzahrani93@email.com,2/21/2025,Active,3/10/2023,303,6683.26,3.78,Cash,Diamond,Yes
RDR000797,Amal Al-Mutairi,Female,9/9/1979,Saudi,Tabuk,536170767,amal.almutairi41@email.com,9/21/2024,Active,3/10/2023,495,12018.55,3.91,Cash,Diamond,No
RDR000798,Rana Al-Otaibi,Female,4/13/2000,Saudi,Riyadh,559668381,rana.alotaibi36@email.com,3/24/2021,Active,3/10/2023,18,779.47,4.19,Cash,Silver,No
RDR000799,Nada Al-Harbi,Female,12/22/1990,Jordanian,Khobar,546060619,nada.alharbi12@email.com,3/22/2019,Active,3/10/2023,48,826.31,4.15,Mada,Silver,No
RDR000800,Razan Al-Saleh,Female,5/31/1988,Pakistani,Jeddah,553477284,razan.alsaleh13@email.com,1/5/2020,Active,3/10/2023,231,6228.85,4.98,Credit Card,Platinum,No
